#timestamp x y z q_x q_y q_z q_w
126.659332 -0.048697173715914 -0.049641663351655 0.011000828007443 0.067398059530451 0.001501467915503 0.000274566766801 0.997724998072474
126.669311 -0.104437009568765 -0.023794799055301 0.052617016374140 0.088628708531722 0.001816824090418 0.000415592259065 0.996062989201636
126.679291 -0.123830745255549 -0.195428293353272 0.071056744724040 0.071295089782621 0.000965646370868 0.000683250114870 0.997454565817038
126.688901 -0.132975177110912 -0.189217198653237 0.087749064761885 0.056482499164954 0.000701112254691 0.000479702062837 0.998403227967347
126.699260 -0.118295952225078 -0.119526826985048 0.041356171872306 0.051203692778516 0.001378986262829 0.000681879297552 0.998687045717203
126.709640 -0.095819862052964 -0.039400767940495 0.052901004435835 0.059161117947983 -0.001515132217547 0.000098058891159 0.998247292449102
126.717375 -0.067691393476508 -0.003537936152583 0.052783823555540 0.058900294396913 -0.001231260793503 -0.000543657902332 0.998262963228078
126.729607 -0.075031154185463 0.032433262764947 0.045550708611322 0.053776688981668 -0.000204110609494 -0.000796145889157 0.998552648693474
126.739587 -0.071802835514438 0.025420861470544 0.015416396122509 0.056945858115581 -0.002866629093509 0.000435772075545 0.998373057420832
126.746853 -0.070809136413076 0.025624822313043 0.028785629460737 0.058547672872895 -0.001448525342324 -0.001620104161060 0.998282248183354
126.759561 -0.070778209233656 -0.013257510697190 0.020022154714869 0.052149667819602 0.000897727024263 -0.000188223838766 0.998638859049799
126.769541 -0.083575314797455 -0.008674796313868 0.039755281179857 0.055549679697704 0.000609123846737 -0.001045193297420 0.998455191595795
126.779522 -0.086371050779073 -0.031899740603386 0.044189124138755 0.059848828849684 0.000476688111421 -0.000430367869817 0.998207245634525
126.789503 -0.086360149892653 -0.032398593720798 0.055280156919917 0.051692314985932 -0.000300700278178 -0.000709833829905 0.998662761039319
126.799488 -0.081273382224090 -0.045155509818266 0.057319779193485 0.050318464974729 -0.000884898942499 0.000052697782550 0.998732830270136
126.809473 -0.077818179185583 -0.040594890580080 0.059357330656463 0.054055413121745 -0.001104719262940 -0.001073494436016 0.998536749207202
126.816061 -0.076131678645290 -0.033421933228247 0.056719038604992 0.055876026921581 -0.000415043451933 -0.000552942433062 0.998437475062440
126.829437 -0.075638553392601 -0.023122406050848 0.061036361704667 0.053502965051904 0.000023548123007 0.000361890238813 0.998567624756380
126.839374 -0.074654577679923 -0.020705822203117 0.056780978131502 0.052271751702264 -0.000492367166100 -0.001273161031939 0.998631964544266
126.845714 -0.072434465548663 -0.016967757627686 0.057556553786000 0.051965641576488 0.000849027045549 -0.000184900076095 0.998648495247745
126.859389 -0.073669079715958 -0.001746158639627 0.059024132653403 0.056480561174659 0.000527528406603 -0.001693249205120 0.998402123810997
126.868547 -0.071932482860078 0.002351585744823 0.060156752875451 0.053094702001996 0.000484565987039 -0.001397271511913 0.998588386397243
126.879359 -0.072792078419141 -0.007272463876053 0.059066708402076 0.058956290048833 0.000605123774671 -0.001600142060841 0.998259099249430
126.889342 -0.073698179799447 -0.010352192714671 0.060792062929419 0.073946090797214 0.001652468024357 -0.000475770715333 0.997260757599269
126.899323 -0.076461680592662 -0.009339526609855 0.065959261742169 0.071614151574787 0.000378998599534 -0.000001627103692 0.997432338382730
126.909056 -0.075383763628281 -0.016810370722765 0.068774561770438 0.060556611770079 0.000179629729801 -0.000657882154590 0.998164531375045
126.914723 -0.074998845688035 -0.029457358411823 0.073996130080804 0.052306026150688 0.002219145866192 -0.000353871287833 0.998628574493572
126.929277 -0.072182997204154 -0.022504616023330 0.071014366904168 0.055017220951563 -0.000957593865107 -0.000400804966896 0.998484866068655
126.937888 -0.072655794135601 -0.024901098996210 0.066280813924764 0.055224325856142 -0.000455244871347 -0.001384263851346 0.998472909196557
126.949644 -0.072627755808088 -0.021641506136318 0.066193302471539 0.056408794586812 -0.000220742838224 -0.000404852938687 0.998407649840467
126.959628 -0.072871914285579 -0.019715935395165 0.062588877743224 0.057452377899705 -0.000624912411119 -0.000787440125669 0.998347741869636
126.967313 -0.073052912354636 -0.018323905448104 0.063071582171978 0.056672732381321 -0.000683398511729 -0.001495447775546 0.998391455295399
126.979596 -0.074605744078595 -0.012692349246662 0.060892272594422 0.059656054299469 0.000339594252231 -0.000510057773842 0.998218803520669
126.989576 -0.074254164700010 -0.014101997159898 0.061934985005353 0.058523092105410 0.000806965773096 -0.000681840075555 0.998285496033464
126.999461 -0.075403832705738 -0.019886387977693 0.061137011162642 0.061998109943440 0.000487965191870 -0.000303432241819 0.998076101398231
127.009547 -0.075944281642703 -0.021197328622012 0.063613183665719 0.055380143934992 0.000161600363088 -0.000785731433316 0.998465020002795
127.019530 -0.075464474179371 -0.025943597115055 0.062181298629776 0.056172245413659 -0.000427142823222 0.000007984522045 0.998421001547167
127.029513 -0.075276873970707 -0.023874450607039 0.063557173652562 0.053975711871236 -0.000855561506453 -0.000382857797201 0.998541808820449
127.036501 -0.075079909517435 -0.026885784626043 0.062876016317534 0.058419359397018 -0.000105586865192 -0.000320734737196 0.998292073708035
127.049482 -0.074421850846265 -0.027623253636914 0.060750487659674 0.054893424017662 -0.000261380966331 0.000337344855151 0.998492128100198
127.059464 -0.073283674076847 -0.034340460278376 0.060340274149198 0.054092941221367 -0.000196087198455 -0.001128677024308 0.998535247924685
127.066152 -0.073344699913600 -0.035764887892017 0.061074394693037 0.053810795972286 0.000549548604163 -0.000394790357258 0.998550920270839
127.079433 -0.075100471408169 -0.034587029759788 0.056695867107577 0.058554183702200 0.000035873635632 -0.001264346690482 0.998283430550414
127.088988 -0.075480229508610 -0.036154461471052 0.058501866007510 0.055838833720382 0.000298592173650 -0.000501313512492 0.998439624702580
127.099397 -0.076645760556722 -0.036765757013374 0.057925385889538 0.062528259926659 0.000716953198845 0.000163896141494 0.998042922837848
127.109380 -0.075280189358262 -0.037993999866809 0.056074152326785 0.063047220956162 0.000524225163008 -0.000452351335828 0.998010304804493
127.119367 -0.076515357118670 -0.038753177997614 0.058338006276488 0.059265037421523 0.001245310543077 -0.000279694666739 0.998241466936720
127.129348 -0.077650767342966 -0.042021627601256 0.059831033213776 0.057100241579426 -0.000394070038891 -0.000940119536071 0.998367929821285
127.135165 -0.077612553587021 -0.042836147759343 0.060608274431689 0.055130431197917 0.000506317896280 -0.000950478756362 0.998478580535536
127.149317 -0.077789160860934 -0.044912500636230 0.058133648300491 0.056061728094819 -0.000959519686028 0.000221880702057 0.998426818917618
